ObservationID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,UVIndex,Visibility_km,DewPoint,RainTomorrow
W0452,2017-09-28,Brisbane,16.0,24.6,3.0,,10.4,NNE,32,WNW,ENE,24,26,70,19,,1019.2,,0,19.0,21.3,No,3,43.7,19.3,No
W0453,2020-07-02,Sydney,14.1,28.2,13.3,2.6,,SSE,90,SW,N,18,57,64,80,1005.1,1009.6,7,4,17.5,21.9,Yes,10,29.6,17.6,Yes
W0454,2015-10-10,Cairns,20.0,31.0,4.3,0.6,12.0,WSW,8,S,ENE,26,19,50,32,1025.6,1019.7,2,2,21.1,26.9,No,2,19.8,17.3,No
W0455,2019-12-29,Canberra,9.1,21.3,10.6,14.2,4.9,W,80,NNW,NNW,26,61,85,74,1001.3,1010.4,5,7,13.1,17.6,No,3,13.8,5.4,Yes
W0456,2016-11-24,Hobart,9.1,17.5,2.5,,8.4,W,27,NW,NW,19,31,35,64,1026.1,1012.9,1,0,12.9,14.9,1,5,17.5,10.7,No
W0457,2021-04-20,Perth,13.2,30.7,5.0,,6.7,SW,29,NNW,SSW,29,13,64,26,1016.2,1012.9,0,0,13.4,22.4,No,8,29.7,9.1,No
W0458,2019-01-08,Perth,18.5,27.1,1.7,2.4,6.3,WNW,26,WNW,WSW,7,2,200,63,1017.8,1025.0,3,1,21.8,26.3,No,11,9.8,15.4,No
W0459,2020-09-17,Newcastle,12.5,25.4,34.4,11.5,4.4,WSW,41,NW,SW,17,55,71,95,1001.3,1003.1,8,7,12.8,23.8,Yes,2,38.6,10.7,Yes
W0460,2021-02-07,Wollongong,12.0,29.2,11.4,7.2,-3.4,SSW,96,ENE,WSW,33,28,86,83,1007.5,1006.2,8,5,12.3,28.9,Yes,6,48.3,11.5,Yes
W0461,2018-09-15,Melbourne,7.7,23.9,0.9,7.8,4.4,E,32,SSE,N,14,14,40,15,,1014.1,2,0,13.7,19.8,Yes,11,7.7,3.8,No
W0462,2019-10-15,Melbourne,10.9,20.8,2.0,6.5,10.2,NW,16,WNW,SW,2,35,27,46,,1012.0,,4,13.4,16.9,No,5,30.1,11.1,No
W0463,2021-09-05,Adelaide,15.1,25.6,4.9,2.2,12.8,NNW,11,WSW,WSW,12,32,67,37,1018.7,1012.6,2,1,20.0,20.6,No,4,20.4,15.2,No
W0464,2019-03-28,Newcastle,11.7,21.8,0.2,13.4,7.5,W,42,SSW,SSW,13,26,57,60,1025.6,1020.1,2,3,13.9,17.7,No,11,20.0,11.7,No
W0465,2019-05-29,Darwin,25.6,32.9,1.6,6.5,5.0,W,10,SSE,S,2,22,58,38,1026.5,1019.1,3,0,28.5,31.8,No,11,46.4,25.2,No
W0466,2018-11-13,Adelaide,15.5,22.7,3.5,10.5,11.4,WSW,37,ENE,W,16,17,65,21,,1021.0,5,0,18.6,20.7,No,11,34.8,17.1,No
W0467,2019-07-16,Perth,12.4,24.3,4.0,14.1,,S,41,E,NE,15,23,67,49,1018.5,1011.0,2,3,14.8,18.6,Yes,9,22.3,16.7,No
W0468,2019-09-08,Canberra,9.3,23.5,3.4,9.9,5.7,,15,W,W,13,9,41,22,1028.4,1009.5,5,1,14.3,17.5,Yes,10,35.7,6.5,No
W0469,2018-09-29,Darwin,25.3,37.5,3.7,12.6,8.1,SW,24,NW,SE,20,22,31,43,1014.5,1008.4,2,2,27.6,37.0,No,10,48.7,25.9,No
W0470,2015-07-31,Wollongong,15.5,22.5,14.0,12.4,0.9,ESE,93,WNW,SW,-28.0,21,96,85,1001.6,1001.2,4,7,16.9,20.5,Yes,5,22.7,18.6,Yes
W0471,2017-04-25,Sydney,12.2,27.3,3.4,1.1,12.0,NNE,9,SSE,NNE,2,7,37,32,1028.2,1025.9,5,,15.7,26.5,No,4,24.0,,No
W0472,2019-07-05,Melbourne,13.2,17.9,3.9,11.4,5.5,NNE,43,SSE,N,20,0,53,50,1022.6,1023.2,,3,15.1,16.0,Yes,5,16.9,10.7,No
W0473,2016-02-10,Brisbane,19.7,27.2,2.3,,13.0,WSW,35,E,ESE,10,26,36,30,1020.6,1025.6,4,1,20.1,23.7,No,11,49.8,,No
W0474,2015-08-28,Hobart,7.3,21.0,1.7,11.4,6.8,S,21,SW,WNW,6,2,37,35,1014.3,,3,3,8.3,16.4,No,10,10.0,10.8,No
W0475,2020-08-24,Wollongong,12.7,29.5,32.4,,-1,N,84,SSW,N,42,49,93,84,1007.2,1005.1,7,8,19.9,26.2,No,11,32.4,14.5,Yes
W0476,2015-06-13,Wollongong,15.3,28.9,2.4,13.2,5.9,WNW,41,NNW,SSE,29,8,42,60,1028.9,1021.0,,2,15.4,24.0,No,8,27.3,11.7,No
W0477,2016-04-25,Canberra,6.9,14.3,3.0,4.8,12.2,ESE,39,SW,S,25,18,58,30,,1021.4,4,4,9.4,12.4,Yes,10,26.3,9.7,No
W0478,2020-01-09,Sydney,12.3,23.4,2.9,1.1,8.3,E,43,E,WNW,24,3,57,31,1019.3,1022.0,1,2,17.0,22.6,No,2,39.6,15.3,No
W0479,2016-10-11,Canberra,7.8,23.3,3.4,,8.4,N,30,W,W,9,30,41,50,1019.0,1014.5,5,1,8.2,19.0,No,9,42.5,10.1,No
W0480,2017-11-03,Canberra,10.1,23.9,1.3,12.7,9.8,SSW,31,WNW,SE,19,17,25,36,1025.2,1027.3,4,4,10.6,18.7,No,8,28.2,11.5,No
W0481,2021-05-22,Darwin,24.2,29.7,2.9,3.0,,E,38,E,W,24,24,63,34,1021.0,1015.8,0,2,26.3,27.1,Yes,7,46.4,26.4,No
W0482,2016-11-21,Newcastle,16.9,19.5,28.5,4.8,,N,31,NW,WNW,22,38,62,63,0,1004.8,,6,17.4,18.7,Yes,9,13.7,17.3,Yes
W0483,2018-04-16,Brisbane,18.2,24.3,4.9,6.5,9.9,,38,NW,N,20,7,66,22,1011.4,1012.3,3,1,19.5,23.1,No,3,36.8,21.6,No
W0484,2020-06-06,Adelaide,14.8,23.7,0.7,0.9,4.6,NNE,24,SSE,SW,0,6,70,52,1025.9,1018.4,3,5,19.2,22.7,Yes,11,19.4,14.1,No
W0485,2015-11-27,Adelaide,12.2,21.1,20.9,13.8,,NW,99,N,WNW,27,20,83,93,,1008.6,4,8,14.8,20.1,Yes,6,12.4,11.5,Yes
W0486,2018-10-02,Melbourne,9.0,19.5,4.3,3.6,11.2,ENE,12,SE,S,5,11,26,28,1020.4,1012.5,2,0,10.8,15.1,No,1,27.0,6.9,No
W0487,2016-02-05,Hobart,7.2,23.7,4.9,14.8,9.0,NE,17,SW,SSE,18,27,69,48,1026.8,1024.0,4,5,12.0,17.2,No,2,17.4,4.7,0
W0488,2016-06-11,Adelaide,15.6,18.3,2.3,14.1,4.8,NNW,10,NE,NW,11,2,60,125,1015.9,1023.0,3,0,16.3,18.3,No,2,12.4,20.2,No
W0489,2019-07-29,Wollongong,11.9,25.1,3.1,3.4,6.9,ENE,11,ENE,NE,2,12,44,58,1018.2,1008.1,4,1,14.2,21.9,No,9,26.5,12.5,No
W0490,2017-12-03,Sydney,14.4,27.4,0.4,7.2,4.8,ESE,38,W,WNW,12,15,40,25,,1012.7,5,,16.4,26.5,Yes,3,45.0,10.7,No
W0491,2021-05-23,Hobart,5.6,18.0,1.6,3.5,9.3,SSE,11,SSE,ENE,19,2,56,115,1024.2,1008.8,5,4,8.1,15.5,No,2,29.6,1.6,No
W0492,2017-10-22,Sydney,11.2,21.9,2.9,7.4,13.0,,13,N,NE,26,15,70,27,1014.7,1009.4,1,4,11.9,21.4,Yes,6,15.4,7.2,No
W0493,2015-08-30,Brisbane,20.6,23.1,1.6,0.7,10.0,152,25,NW,ENE,10,31,33,25,1027.4,1027.5,2,0,21.8,22.2,No,4,20.4,16.7,No
W0494,2021-07-15,Sydney,15.0,25.3,4.1,14.5,6.5,WNW,33,WNW,SSE,28,23,67,49,1025.0,1019.6,1,4,16.4,21.4,No,5,22.0,,No
W0495,2022-06-06,Melbourne,13.2,26.9,10.7,,1.6,NNE,93,N,ENE,27,21,79,92,1009.3,1001.2,,5,19.2,26.1,No,3,33.8,17.3,Yes
W0496,2017-08-14,Hobart,9.7,14.0,0.2,14.1,4.5,NE,26,NNW,S,11,19,59,62,1022.9,1011.5,4,4,10.8,13.2,No,2,37.8,10.5,No
W0497,2021-10-03,Cairns,-99,28.7,29.0,11.2,1.6,NE,41,NNW,WSW,46,41,79,96,1003.6,,6,7,20.3,26.4,Yes,5,32.2,17.3,Yes
W0498,2018-11-21,Perth,14.0,31.3,1.3,0.4,9.4,NNW,44,WNW,SW,24,25,53,41,1018.4,1027.2,1,0,21.0,27.9,No,10,6.7,9.3,No
W0499,2022-10-05,Townsville,18.0,34.3,13.2,13.9,2.7,SSE,89,S,ESE,53,46,60,55,1000.5,994.0,5,,24.8,34.0,Yes,9,13.8,18.3,Yes
W0500,2020-04-20,Wollongong,14.0,19.2,16.0,2.1,5.0,SSW,84,ENE,ESE,45,32,67,77,1005.8,1009.6,8,8,15.4,17.9,Yes,3,16.2,11.8,Yes
W0501,2020-09-29,Hobart,4.4,13.1,33.3,11.7,,NW,63,ESE,WSW,17,43,63,76,-100,,8,5,8.3,9.2,Yes,6,12.4,3.7,Yes
W0502,2018-05-16,Sydney,11.3,28.2,4.2,12.1,6.0,N,19,S,WNW,5,11,64,63,1018.0,1026.4,2,0,12.7,22.8,Yes,5,33.2,12.0,No
W0503,2018-12-24,Hobart,6.4,20.8,1.4,4.6,4.8,ENE,13,ENE,NNW,15,17,54,24,1029.0,1019.8,2,5,8.1,17.7,No,7,45.7,2.9,No
W0504,2021-01-27,Cairns,80,33.3,33.4,2.8,5.7,SSW,39,E,ENE,53,22,60,80,1003.6,1006.8,6,7,25.3,30.3,No,4,48.6,22.3,Yes
W0505,2017-07-04,Darwin,25.0,30.7,2.6,13.6,9.3,SW,11,SE,SE,11,21,53,46,1022.6,1015.9,2,1,25.1,28.9,No,9,35.6,26.4,No
W0506,2015-01-30,Wollongong,14.7,21.0,1.9,9.2,7.7,NNW,44,N,ENE,-19.0,31,63,58,1026.0,,2,5,17.1,19.1,No,8,30.8,14.8,No
W0507,2019-01-18,Adelaide,13.1,28.6,1.2,13.0,13.0,NW,17,E,S,29,26,35,23,1025.5,1023.5,2,1,13.3,25.7,No,10,29.9,16.9,No
W0508,2022-09-24,Sydney,13.2,20.4,0.9,2.6,4.9,S,15,NW,NNE,4,26,43,59,1012.3,1020.3,2,0,16.5,17.3,No,5,40.2,15.5,No
W0509,2021-02-09,Darwin,20.6,36.3,0.6,5.8,,N,25,NNW,NNE,0,21,64,21,1016.6,1009.2,5,1,22.0,29.5,No,2,26.2,18.9,No
W0510,2016-01-05,Melbourne,11.4,19.7,1.3,5.7,8.3,WNW,24,ESE,NNE,9,25,37,54,1014.4,1013.9,1,2,13.0,15.8,No,9,46.5,12.1,No
W0511,2022-07-24,Melbourne,10.0,20.1,34.9,9.6,5.6,NE,82,NE,NW,50,30,74,96,1004.1,1001.1,7,6,10.9,15.1,Yes,8,22.8,8.2,Yes
W0512,2018-01-07,Melbourne,13.9,16.4,12.5,9.0,3.9,114,43,W,W,54,20,97,99,999.0,1002.1,5,8,14.9,16.4,Yes,5,46.3,15.4,Yes
W0513,2015-07-31,Brisbane,18.8,24.9,-5,5.5,0.5,,57,S,NNE,48,17,61,55,1004.5,1009.0,6,8,19.0,22.7,Yes,4,17.1,21.4,Yes
W0514,2017-04-30,Wollongong,16.6,22.3,30.5,13.5,3.8,SSE,79,E,S,33,48,97,95,998.7,997.6,4,5,17.4,19.6,No,7,14.6,16.4,Yes
W0515,2015-07-11,Brisbane,18.9,29.5°C,12.3,,1.0,S,79,WSW,SSW,39,48,93,92,1010.7,1001.5,8,7,19.6,25.7,Yes,1,36.7,21.9,Yes
W0516,2021-04-18,Melbourne,12.3,23.6,3.8,12.4,9.8,SSE,26,ESE,N,20,27,27,38,,1028.0,0,0,17.4,19.0,No,6,38.1,13.8,No
W0517,2016-09-12,Darwin,24.7,33.6,3.9,8.4,5.9,NNE,45,SW,ENE,24,64,98,94,1000.8,995.5,7,7,28.2,30.9,No,6,13.5,25.6,Yes
W0518,2019-09-23,Darwin,22.9,34.6,4.6,1.1,7.5,SE,15,SW,SSE,15,34,49,62,,1017.7,5,0,23.9,29.7,Yes,7,21.2,21.2,No
W0519,2020-11-13,Adelaide,15.9,18.9,2.2,8.9,8.3,SSW,32,NNW,SSW,12,10,44,21,1016.0,1014.4,5,5,17.1,17.8,No,1,34.6,14.4,No
W0520,2015-05-06,Melbourne,9.7,23.5,22.9,13.8,,SW,69,ENE,ENE,32,53,81,66,1014.7,1006.4,8,5,15.6,23.0,No,8,15.8,14.3,Yes
W0521,2019-05-23,Perth,15.7,25.4,1.7,11.7,5.9,SSE,28,NW,WNW,26,28,34,17,1028.9,,5,4,20.0,20.7,No,6,38.8,13.1,No
W0522,2022-03-24,Hobart,9.4,21.4,1.0,12.8,5.8,SW,82,SSW,WSW,40,22,92,97,,1007.7,6,7,11.9,17.7,Yes,4,21.9,10.8,Yes
W0523,2017-07-09,Wollongong,11.9,27.5,9.4,0.2,,W,64,SE,SE,52,59,72,78,1010.8,1002.6,7,,12.6,26.6,No,8,48.8,16.5,Yes
W0524,2022-10-01,Darwin,22.5,33.7,22.7,14.7,1.6,NNE,999,W,WSW,18,58,96,99,996.6,1008.5,4,7,24.8,30.7,Yes,3,10.1,25.4,Yes
W0525,2021-11-29,Canberra,9.6,99.9,1.7,13.6,10.1,WNW,31,E,SW,3,1,32,22,9999,1014.9,1,5,16.6,21.6,No,7,20.4,6.6,No
W0526,2021-09-20,Wollongong,11.9,23.2,16.7,14.1,5.5,N,999,SW,S,29,29,97,81,1012.2,1006.7,,7,14.2,19.7,Yes,5,31.7,8.8,Yes
W0527,2018-04-11,Sydney,13.2,25.6,4.6,6.6,6.6,ENE,44,SE,NW,3,11,30,21,1029.5,1016.4,3,,13.9,25.4,No,2,7.3,17.2,No
W0528,2015-12-28,Darwin,22.2,34.9,1.1mm,13.4,8.2,S,34,NW,SW,26,17,52,47,1020.8,1017.6,5,2,23.4,31.8,No,4,7.8,22.4,No
W0529,2019-05-23,Darwin,21.9,32.7,34.4,1.8,2.6,SSE,95,SSW,E,33,31,82,67,,1006.4,4,,25.6,31.4,Yes,8,29.6,23.2,Yes
W0530,2021-08-03,Wollongong,14.2,20.9,0.8,12.5,8.2,S,29,NNE,SW,11,5,26,61,1021.4,1013.4,4,3,14.8,18.2,No,8,28.8,17.3,No
W0531,2021-01-11,Brisbane,16.5,30.7,2.7,1.6,7.3,SSE,8,WSW,W,23,23,44,37,1023.1,1009.8,1,1,16.9,29.1,No,5,6.8,19.6,No
W0532,2016-02-01,Townsville,21.1,28.8,0.5,11.4,10.9,WNW,9,E,E,6,1,26,35,1012.6,,3,3,22.8,27.5,No,10,12.3,18.9,No
W0533,2022-09-09,Adelaide,13.4,23.6,2.7,,5.3,NW,61,SE,W,47,57,61,58,996.2,,8,4,14.3,20.9,Yes,8,40.3,12.6,Yes
W0534,2015-12-22,Sydney,13.0,20.0,0.4,14.7,8.2,SSE,28,SSW,W,-3.0,1,40,18,1019.1,1012.3,4,4,14.0,16.9,Yes,3,40.1,12.4,No
W0535,31/10/2019,Townsville,23.0,26.5,4.9,3.6,11.3,S,25,NNW,SSW,7,30,57,26,1012.1,1019.4,1,2,23.9,26.4,No,9,27.3,24.2,No
W0536,2021-10-29,Newcastle,12.1,22.8,20.6,1.7,-1,ENE,84,ESE,S,36,31,95,71,1013.0,1012.5,6,6,12.2,22.3,Yes,9,43.6,10.5,Yes
W0537,2017-01-22,Canberra,11.8,20.6,3.6,9.6,6.9,,11,SE,WNW,24,16,33,21,1029.9,1027.1,3,4,13.5,16.5,Yes,3,13.7,11.5,No
W0538,2019-11-01,Adelaide,12.6,22.1,0.8,11.8,,WNW,9,S,ESE,10,18,62,65,,1025.1,5,0,12.7,17.6,No,4,17.9,12.4,No
W0539,2015-11-12,Canberra,5.1,16.1,3.9,10.3,4.0,NW,16,ENE,NNE,19,11,47,42,1020.8,1015.8,4,3,7.4,14.5,No,9,29.3,8.8,No
W0540,2021-04-30,Townsville,20.1,35.9,4.2,4.6,9.5,,39,S,SSE,14,32,58,30,,,,1,22.6,32.5,No,4,30.6,21.9,No
W0541,2018-07-13,Brisbane,16.2,28.0,2.5,7.1,11.1,E,25,W,ESE,15,30,60,51,1014.0,1015.0,1,1,20.9,22.5,No,7,18.9,20.2,No
W0542,2022-08-30,Melbourne,7.2,23.9,1.9,,11.4,,34,ESE,N,27,0,59,18,1018.6,1009.0,,2,10.6,17.0,Yes,4,37.6,3.2,No
W0543,2015-03-21,Hobart,6.6,13.8,1.8,11.8,12.0,SSE,30,SE,ENE,20,23,61,61,1010.5,1011.5,5,1,8.7,11.4,No,6,20.5,4.2,No
W0544,2022-02-05,Adelaide,15.8,28.5,1.4,5.2,,SSE,43,NNE,E,30,19,49,24,1024.5,1012.1,,5,17.4,22.7,No,7,13.4,16.4,No
W0545,2020-05-05,Wollongong,13.5,23.2,0.6,8.5,,,18,ESE,NE,10,28,37,49,1013.2,1022.9,5,1,15.1,22.6,No,6,21.9,12.0,No
W0546,2015-05-28,Brisbane,18.2,30.2,5000,4.8,10.6,,39,SW,SSE,-2.0,19,32,29,1017.7,1020.4,5,5,19.4,29.6,No,5,8.6,13.5,No
W0547,2022-02-17,Perth,17.0,23.7,0.7,11.2,,ESE,20,NNW,WSW,29,33,65,43,1019.9,1024.1,2,1,19.5,20.6,Yes,1,33.1,19.7,No
W0548,2020-02-29,Newcastle,12.9,24.6,3.4,1.9,,W,25,WSW,SE,0,28,46,62,1017.9,1010.1,5,1,15.3,23.0,No,9,25.5,16.8,No
W0549,2019-08-19,Perth,13.4,27.8,2.4,11.6,,WNW,11,ESE,S,2,21,65,44,1012.4,1025.1,2,0,18.7,25.8,No,10,33.8,12.9,No
W0550,2017-11-26,Sydney,14.4,24.5,1.9,9.7,4.0,NE,30,SE,NNW,9,26,69,43,1014.4,1023.7,4,3,15.5,20.4,No,8,14.3,17.0,No
W0551,2015-07-12,Townsville,23.0,29.3,4.9,13.9,7.5,WSW,23,NNW,NW,17,11,49,18,1010.8,1014.3,1,4,24.4,28.3,YES,7,37.3,20.6,no
W0552,12/01/2020,Perth,12.8,24.8,30.3,4.0,0.3,SSE,41,WNW,S,19,47,89,72,1012.9,1003.6,6,5,15.9,19.3,Yes,6,9.4,9.7,Yes
W0553,2022-08-23,Adelaide,21.7,12.1,8.1,3.9,1.1,ESE,95,N,SE,46,31,60,95,1006.3,1005.4,7,6,14.1,21.1,Yes,11,9.7,7.2,Yes
W0554,2019-05-22,Townsville,19.2,26.9,1.8,9.5,,ESE,14,W,WSW,29,29,50,40,1029.8,1014.8,3,1,21.0,23.3,Yes,7,45.9,17.7,No
W0555,2015-11-20,Cairns,18.3,31.6,0.2,1.5,5.9,,14,NW,SE,3,21,31,52,1011.6,1023.7,1,5,19.4,26.3,Yes,8,14.0,16.3,No
W0556,2021-11-29,Melbourne,12.2,18.3,4.7,6.1,7.8,NW,20,NW,SW,13,2,56,53,,,0,3,15.0,17.1,No,2,9.1,13.9,No
W0557,2019-10-17,Wollongong,12.3,19.9,0.3,5.5,12.1,E,42,NNW,WNW,17,17,37,56,1027.6,1011.4,,2,12.6,16.7,No,11,33.5,8.7,No
W0558,2017-01-26,Townsville,18.6,26.6,3.9,4.0,6.0,WNW,38,NNW,W,28,12,47,60,1019.6,1020.4,5,,21.7,24.0,No,9,39.4,23.1,No
W0559,2015-02-22,Hobart,9.0,20.3,4.0,9.0,10.8,NNE,44,SSW,SSE,8,21,38,20,1012.5,1011.8,1,2,13.6,20.3,No,3,33.6,9.0,No
W0560,2015-08-12,Darwin,25.9,37.6,4.2,12.8,11.0,SE,22,S,SSE,22,24,32,53,1015.9,1010.4,3,4,26.1,35.2,No,2,21.8,24.7,No
W0561,2021-05-30,Perth,14.7,21.3,10.5,9.3,3.2,NNW,51,SE,N,34,45,95,96,1004.7,994.9,7,5,17.5,20.8,Yes,6,18.5,14.4,Yes
W0562,2021-11-03,Melbourne,8.4,25.0,1.8,9.7,6.2,E,25,S,ENE,28,29,48,35,1023.2,1018.1,5,5,11.3,21.3,Yes,8,41.8,7.6,No
W0563,2018-02-14,Melbourne,9.1,24.9,0.4,0.1,7.1,NE,12,ENE,ESE,3,29,25,42,1016.2,1017.3,0,4,11.1,18.9,No,1,22.7,,No
W0564,2017-04-02,Cairns,24.3,35.9,0.3,1.5,11.8,ENE,45,W,ENE,17,16,30,51,1011.5,1016.6,4,5,25.8,33.4,No,10,11.5,23.4,No
W0565,2015-03-22,Adelaide,12.2,22.7,3.7,5.3,100,N,45,E,NNE,21,26,39,26,1022.8,1022.0,4,4,15.6,18.9,No,3,26.5,12.6,No
W0566,2020-03-02,Melbourne,14.0,18.2,3.1,9.9,5.8,ENE,25,SSE,NNW,6,31,63,50,1016.1,1024.8,4,2,15.6,16.3,No,6,30.8,18.7,No
W0567,2022-06-11,Sydney,13.6,22.2,1.6,12.3,5.3,WNW,28,ESE,W,12,12,57,55,1013.1,1016.1,0,3,14.4,21.1,Yes,8,32.8,,No
W0568,2019-10-03,Melbourne,8.1,23.2,26.5,10.4,,ENE,37,SE,NE,19,36,61,99,1014.6,998.3,6,7,11.6,19.6,No,1,12.4,9.2,Yes
W0569,2019-06-28,Hobart,10.1,18.3,3.1,8.9,5.1,W,14,NW,NNW,16,10,54,28,1025.5,1008.6,4,4,10.2,15.8,No,6,6.8,9.3,No
W0570,2016-01-05,Cairns,24.8,35.8,4.0,11.0,4.4,NE,32,SW,WSW,22,27,40,29,1011.0,1026.9,1,4,29.9,33.6,No,11,26.1,24.2,No
W0571,2022-06-04,Sydney,11.1,20.9,3.3,4.3,4.6,SSW,21,W,WNW,13,29,33,39,1020.9,1017.5,2,4,14.0,16.1,No,11,30.9,7.4,No
W0572,2022-09-01,Cairns,-200,37.1,0.1,12.3,12.8,WNW,37,SSE,S,27,14,42,54,1019.9,1012.0,,1,28.3,36.4,No,1,36.0,24.2,No
W0573,2018-05-31,Cairns,19.9,30.0,2.7,13.9,7.4,NNE,44,WNW,WNW,7,9,45,17,1027.4,1025.3,3,2,22.0,29.1,No,11,7.6,19.9,No
W0574,2018-06-10,Wollongong,15.8,29.7,3.7,8.1,4.1,WNW,8,SE,SW,5,9,38,27,1010.4,1012.7,0,0,21.7,28.7,Yes,7,29.2,20.0,No
W0575,2020-05-20,Newcastle,13.3,30.0,1.8,14.9,5.0,WSW,41,NNW,NNE,15,28,62,61,1021.7,1024.3,2,0,15.4,24.1,Yes,11,39.0,18.3,No
W0576,2019-04-15,Canberra,5.6,22.2,4.7,14.9,12.4,ESE,17,NE,NE,27,2,65,54,1012.7,1021.1,2,4,6.5,20.0,No,4,45.8,1.3,No
W0577,2020-01-08,Newcastle,15.6,28.4,2.7,8.7,8.5,N,17,SE,NE,11,30,40,40,,1018.1,0,5,20.7,26.9,Yes,6,43.9,12.6,No
W0578,2021-12-12,Cairns,21.6,35.8,1.8,9.5,12.1,E,17,N,NW,3,16,42,43,1022.3,1018.4,2,,25.4,33.7,No,9,23.4,22.3,No
W0579,2017-07-21,Darwin,23.1,30.7,5.6,6.6,4.2,NE,79,ENE,E,38,62,88,85,,995.2,4,,25.7,30.5,Yes,11,30.2,18.3,Yes
W0580,2015-11-26,Brisbane,16.4,31.7,19.0,7.1,2.6,NW,100,NNE,SSW,16,33,93,66,997.2,,5,5,20.0,25.1,Yes,1,31.3,13.2,Yes
W0581,2015-07-07,Hobart,9.9,23.7,3.2,9.8,8.1,NNE,18,E,SSE,30,22,50,54,,1024.1,0,,14.1,17.4,No,4,9.2,14.5,No
W0582,2021-02-22,Hobart,5.9,20.8,3.3,12.0,8.0,S,17,WNW,ENE,29,24,38,63,1013.9,1027.3,1,1,6.7,15.8,No,3,11.8,,No
W0583,2018-10-27,Sydney,10.7,25.5,0.0,5.0,8.3,287,45,NW,WNW,5,4,200,65,1013.0,1027.7,3,,13.7,20.5,No,4,21.2,11.9,No
W0584,17/10/2017,Townsville,18.9,29.2,3.5,14.7,10.6,NE,42,WSW,ESE,10,5,28,34,1017.1,1012.6,,1,23.8,24.8,No,5,36.8,15.2,No
W0585,2021-08-30,Townsville,22.3,30.4,2.4,0.6,5.9,SSW,17,S,E,1,16,38,51,1015.0,1024.3,0,5,24.4,27.4,No,3,30.5,22.5,No
W0586,2018-03-21,Canberra,7.7,22.9,25.1,0.7,,,85,SSE,W,40,42,-10,63,1003.9,997.1,,6,8.1,22.3,Yes,7,22.1,3.2,Yes
W0587,2019-02-17,Wollongong,11.9,23.5,1.7,5.1,10.3,S,18,WSW,WNW,3,27,67,38,1026.9,1018.6,0,5,12.5,22.8,No,5,38.4,12.3,No
W0588,2020-04-24,Townsville,22.7,29.4,3.8,1.9,4.1,W,7,NNE,WNW,1,31,27,28,1014.6,1025.4,3,5,24.9,26.1,No,11,21.0,27.0,No
W0589,2018-09-30,Cairns,21.7,34.5,38.4,4.8,,S,81,SSE,NE,19,30,78,71,1004.0,996.9,6,8,24.3,31.6,Yes,5,31.4,21.2,Yes
W0590,2022-12-27,Adelaide,13.7,19.2,7.8,4.6,,SSE,32,SW,W,48,21,60,74,1014.5,1010.4,7,7,16.4,17.2,Yes,5,44.3,15.6,Yes
W0591,2021-06-04,Hobart,10.2,23.5,3.7,14.3,,202,13,W,E,22,13,38,24,1018.8,1027.2,5,5,13.3,22.5,No,6,32.6,10.9,No
W0592,2016-06-29,Melbourne,11.4,19.7,0.8,12.2,4.1,,23,SSE,NE,26,24,48,38,,1017.3,3,3,12.2,17.8,Yes,1,10.5,9.4,No
W0593,2016-10-16,Melbourne,7.2,25.3,14.2,6.0,2.7,N,53,E,E,37,21,89,81,997.4,1002.6,4,7,12.8,20.2,Yes,9,27.0,5.6,Yes
W0594,2019-10-09,Townsville,19.5,35.0,2.8,6.0,9.8,NW,32,NNE,WSW,2,14,69,31,1020.6,1018.7,,2,22.0,34.0,No,2,37.6,16.3,No
W0595,2020-12-09,Townsville,18.0,26.2,13.9,4.4,2.4,,31,WNW,NE,34,34,96,95,1009.2,1011.9,7,6,18.2,24.0,No,8,10.0,,Yes
W0596,2020-05-27,Adelaide,13.7,21.0,27.0,10.5,5.7,SSE,52,SSW,SW,58,49,90,67,1006.2,998.5,6,4,14.3,18.4,Yes,4,32.9,13.2,Yes
W0597,2016-03-19,Townsville,17.2,30.8,11.6,2.5,4.3,N,71,ESE,SSW,21,50,82,71,997.3,1004.9,5,8,18.8,26.0,Yes,5,31.9,16.4,Yes
W0598,2021-09-26,Newcastle,16.1,28.4,0.4,13.5,8.2,NE,44,SE,W,30,34,52,29,1013.5,,4,1,22.0,24.5,No,7,5.3,12.6,No
W0599,2015-08-16,Sydney,13.8,29.3,3.6,,12.0,W,23,NNE,WNW,9,9,65,40,1023.3,1012.2,4,5,15.3,23.5,Yes,2,37.3,17.9,No
W0600,2015-08-03,Perth,18.7,24.0,4.5,11.8,6.9,NNE,33,NNW,ENE,21,6,67,49,1025.7,1012.8,3,3,20.7,22.6,No,8,6.1,,No
W0601,2017-07-03,Canberra,5.8,21.8,3.3,11.3,5.1,N,39,E,NE,7,3,45,48,1021.8,1027.0,3,5,5.9,14.0,No,9,30.4,6.4,No
W0602,2017-03-30,Brisbane,17.3,33.0,2.5,9.9,5.3,E,45,SSE,WSW,15,64,62,98,1011.8,,7,7,17.6,25.8,Yes,5,40.4,13.9,Yes
